사자, 76, 169
차하, 55, 165
사바, 48, 182
바하, 88, 146
파하, 74, 194
타사, 75, 150
바바, 97, 151
카바, 86, 162
가다, 58, 195
차하, 61, 178
가나, 87, 168
사나, 46, 173
다가, 96, 157
차바, 93, 198
가타, 53, 172
바자, 89, 165
하파, 78, 191
다다, 74, 172
바하, 46, 156
가차, 51, 152
나다, 74, 153
아타, 97, 179
파다, 68, 147
자자, 98, 166
나라, 70, 195
마차, 91, 152
하하, 95, 186
하차, 90, 145
아아, 96, 189
카라, 58, 185
파타, 55, 172
라차, 85, 176
사마, 69, 154
차아, 88, 156
가차, 78, 152
라하, 94, 151
타나, 69, 186
가나, 84, 188
타다, 43, 187
카가, 53, 190
가다, 78, 183
라사, 46, 155
사나, 66, 166
바마, 95, 155
자나, 44, 195
아아, 72, 180
차타, 52, 156
마아, 76, 179
카파, 92, 197
다사, 67, 145
라다, 84, 157
가다, 85, 148
라라, 99, 196
아아, 42, 168
하파, 90, 196
바차, 49, 193
하하, 46, 199
바카, 59, 178
차타, 92, 199
차차, 78, 162
라다, 56, 186
다카, 70, 180
카다, 41, 156
차파, 66, 195
카마, 70, 177
다하, 60, 148
타타, 77, 191
하자, 60, 150
타가, 95, 142
하하, 62, 184
다가, 58, 154
바가, 54, 191
다차, 56, 188
마마, 94, 153
차하, 45, 162
라나, 41, 178
다차, 79, 143
사마, 57, 161
다자, 69, 157
자하, 63, 178
마자, 54, 192
하가, 63, 163
가자, 79, 162
타하, 42, 140
차아, 46, 159
타다, 52, 143
타마, 46, 191
마카, 95, 141
카라, 57, 160
아자, 49, 158
자아, 62, 194
바타, 64, 190
나바, 62, 172
차마, 95, 193
바바, 42, 165
다마, 57, 183
마카, 74, 152
하라, 90, 177
바자, 84, 182
아바, 91, 143
하하, 69, 140
차파, 52, 143
타아, 92, 145
나마, 89, 169
다카, 96, 179
마바, 73, 170
타바, 72, 182
타라, 72, 166
나파, 83, 177
아가, 56, 196
라다, 58, 178
타타, 72, 174
타하, 99, 195
자아, 70, 167
바라, 85, 182
자라, 67, 140
차파, 67, 187
하가, 54, 194
나카, 98, 186
라타, 62, 171
나카, 80, 141
사사, 82, 141
카마, 58, 190
아하, 50, 196
파바, 52, 167
다바, 98, 152
바라, 80, 186
아하, 93, 164
카아, 66, 151
아마, 65, 159
라바, 73, 144
파가, 80, 179
사다, 86, 166
차사, 82, 190
마바, 65, 149
파나, 64, 195
하마, 58, 167
차가, 92, 150
바카, 86, 179
다가, 89, 152
마다, 94, 195
자마, 77, 194
마아, 50, 161
카하, 62, 151
다차, 65, 152
다자, 53, 171
나하, 53, 167
하바, 43, 165
다차, 46, 177
파나, 45, 181
마파, 57, 140
아타, 79, 168
다가, 73, 153
가나, 92, 144
다라, 73, 155
파아, 74, 144
바사, 58, 196
나하, 72, 170
라파, 97, 173
자자, 53, 165
카마, 82, 175
다타, 86, 164
바라, 55, 190
타카, 52, 140
바파, 46, 155
자차, 74, 156
가가, 52, 182
아자, 70, 194
차카, 90, 170
마하, 84, 151
파파, 75, 181
차다, 95, 169
차라, 89, 165
라라, 86, 154
타다, 94, 143
다라, 91, 178
자아, 47, 184
라카, 41, 162
라라, 80, 159
하파, 96, 179
다하, 69, 182
나카, 82, 189
차아, 55, 153
파아, 63, 188
가카, 71, 183
자파, 92, 195
가자, 88, 152
하다, 50, 185
파파, 73, 140
다아, 71, 196
사라, 42, 183
차다, 73, 185
사차, 71, 168
사마, 95, 176
타카, 70, 177
다사, 84, 158
바다, 98, 190
카다, 91, 145
나가, 52, 198
자타, 98, 158
사카, 61, 199
사라, 43, 185
하카, 49, 189
나카, 79, 195
자다, 44, 151
나카, 70, 187
라라, 71, 151
라바, 93, 174
하차, 66, 144
다나, 64, 172
라자, 54, 199
다카, 66, 144
자카, 64, 157
마바, 73, 165
바하, 40, 173
나다, 84, 156
차바, 46, 186
다아, 72, 191
라하, 58, 168
아가, 41, 168
마마, 82, 169
사다, 97, 169
차하, 69, 149
바가, 47, 194
하라, 61, 176
하라, 91, 170
다하, 54, 144
차바, 49, 181
자라, 60, 145
차바, 64, 168
다하, 64, 175
바나, 93, 186
아사, 94, 141
차마, 59, 146
라라, 75, 145
다하, 57, 175
카나, 47, 198
하사, 79, 166
아차, 74, 191
라타, 86, 157
카아, 59, 144
나가, 56, 194
타가, 77, 177
나파, 50, 142
가자, 86, 196
하자, 93, 180
사파, 43, 152
차가, 97, 157
나사, 55, 169
하하, 72, 164
사자, 67, 199
파차, 60, 191
아사, 91, 141
아자, 51, 186
바타, 72, 179
가다, 77, 162
타마, 52, 189
다차, 86, 185
라차, 54, 145
가자, 54, 175
하파, 94, 197
카타, 87, 175
바바, 44, 194
나타, 73, 159
마마, 49, 177
차마, 41, 190
자하, 66, 189
나사, 50, 179
파타, 47, 162
아자, 73, 159
사자, 75, 166
가아, 62, 162
타하, 66, 179
차마, 57, 140
바파, 90, 189
나마, 95, 199
하타, 51, 167
카나, 89, 180
파마, 66, 142
자파, 92, 166
나마, 47, 140
라타, 49, 186
사파, 55, 172
카파, 71, 185
라파, 65, 191
가카, 54, 183
다하, 87, 176
나하, 42, 150
타라, 62, 193
아가, 53, 140
타카, 81, 181
나가, 41, 161
라자, 96, 169
하바, 92, 183
사나, 89, 156
라다, 46, 196
다파, 41, 151
아타, 85, 191
카사, 43, 169
라카, 61, 177
사가, 83, 171
아나, 52, 196
가아, 62, 164
가바, 63, 178
자바, 60, 190
차가, 88, 158
카다, 52, 159
카자, 92, 168
카마, 97, 189
타가, 72, 164
나타, 75, 195
하다, 78, 149
다다, 90, 162
바바, 49, 148
차다, 44, 155
차타, 66, 198
아다, 52, 164
가아, 58, 157
마마, 63, 140
아아, 71, 166
자차, 51, 161
파자, 78, 179
다아, 89, 183
하사, 48, 175
아마, 46, 152
아하, 65, 151
아라, 72, 199
타카, 87, 187
바나, 65, 161
카나, 65, 160
라다, 46, 174
라아, 41, 169
차나, 84, 171
라자, 55, 177
바타, 55, 165
아가, 48, 151
자하, 54, 144
카파, 61, 189
파타, 71, 172
나라, 71, 178
차아, 42, 144
자하, 56, 166
마다, 73, 157
바라, 81, 163
하파, 62, 196
마타, 48, 149
파나, 41, 180
차타, 44, 189
마가, 80, 162
타타, 97, 192
마가, 99, 158
카다, 87, 169
아다, 46, 175
가자, 57, 195
라라, 68, 173
파차, 68, 146
마나, 79, 195
자마, 55, 169
아라, 90, 156
타차, 61, 144
파사, 64, 171
하다, 77, 198
아자, 88, 197
자나, 58, 194
사라, 56, 144
다마, 93, 148
다바, 89, 168
라자, 44, 158
차타, 81, 143
마나, 67, 166
차파, 65, 170
라차, 95, 146
라타, 48, 145
하카, 96, 145
파나, 91, 150
타라, 45, 167
마자, 59, 140
다나, 95, 148
카카, 65, 143
다마, 83, 197
아하, 41, 153
파카, 92, 173
하다, 40, 188
하나, 41, 192
다자, 47, 158
자하, 91, 167
바타, 83, 183
마차, 78, 150
차가, 63, 163
다가, 64, 171
타하, 82, 191
가카, 51, 157
마타, 94, 184
하차, 70, 192
자자, 41, 175
마카, 44, 152
타차, 44, 174
마파, 93, 153
파라, 72, 190
아사, 90, 154
가아, 81, 195
나파, 97, 159
마카, 49, 176
사자, 64, 167
마다, 40, 164
카바, 93, 197
카아, 97, 150
하차, 93, 184
차파, 91, 184
사라, 97, 194
바파, 63, 156
마바, 86, 177
라사, 86, 172
마파, 50, 180
다차, 46, 165
가라, 72, 183
아아, 61, 142
나다, 58, 197
하하, 65, 189
자타, 80, 198
타사, 81, 163
사나, 94, 174
다바, 79, 191
사차, 44, 168
아나, 68, 199
마가, 87, 147
마다, 68, 191
카마, 76, 192
카가, 45, 198
라나, 49, 170
라아, 50, 155
타바, 89, 140
파마, 65, 157
하타, 97, 187
라마, 71, 198
차카, 85, 187
타자, 67, 157
가나, 90, 151
바아, 79, 167
타가, 48, 176
타바, 97, 140
카타, 83, 160
마차, 89, 167
차차, 43, 189
가차, 97, 197
자하, 56, 144
카하, 42, 164
사파, 92, 164
라파, 55, 192
카카, 99, 180
하마, 59, 181
차나, 93, 171
자카, 51, 176
차바, 54, 158
다파, 91, 178
마사, 65, 146
라파, 54, 189
라타, 66, 185
사사, 45, 195
타사, 55, 197
파가, 47, 185
차가, 53, 185
가가, 99, 155
파차, 69, 147
라카, 99, 158
타사, 98, 196
마다, 85, 146
하타, 57, 150
마자, 95, 149
아가, 50, 178
하나, 50, 168
파타, 54, 182
마카, 83, 163
자마, 92, 146
다아, 51, 170
바다, 94, 174
가하, 66, 162
차바, 90, 188
하차, 52, 165
바마, 71, 184
가나, 61, 177
바다, 78, 177
카바, 65, 167
하라, 42, 167
카라, 86, 164
가카, 83, 175
가하, 85, 188
바마, 44, 159
가라, 97, 144
마사, 48, 158
파사, 84, 164
파라, 91, 167
타가, 56, 156
바사, 73, 162
라자, 62, 176
아나, 47, 181
나자, 89, 184
다라, 82, 166
바라, 85, 170
하하, 69, 143
마나, 57, 175
차나, 80, 184
아바, 96, 199
가라, 65, 146
카타, 54, 174
사카, 59, 186
사차, 81, 166
가하, 72, 195
마마, 82, 168
파가, 68, 156
나파, 84, 195
가라, 74, 158
사마, 53, 161
타라, 80, 157
아카, 54, 172
바카, 51, 173
가나, 98, 168
바라, 95, 178
다마, 45, 174
라나, 95, 178
다라, 90, 141
파타, 67, 155
다아, 64, 185
나사, 59, 176
파아, 85, 174
하바, 78, 150
카마, 74, 187
라라, 57, 169
사바, 66, 147
카하, 87, 180
바차, 75, 177
하자, 99, 191
나하, 71, 183
사아, 91, 186
다파, 91, 193
나하, 40, 169
나가, 55, 165
라타, 52, 143
바라, 45, 160
타차, 83, 198
다라, 53, 189
카가, 67, 161
가타, 83, 156
자바, 90, 185
바차, 90, 181
마마, 84, 183
자자, 65, 199
다사, 48, 157
아라, 80, 197
라나, 74, 141
다바, 50, 174
타타, 67, 149
타라, 89, 160
자파, 98, 164
라사, 69, 141
다다, 82, 171
나다, 57, 147
가차, 68, 196
사카, 71, 171
자자, 83, 152
하나, 53, 145
하차, 86, 179
카아, 81, 172
사다, 64, 196
타차, 73, 172
사다, 58, 182
다타, 92, 154
바자, 59, 161
나바, 61, 194
카라, 90, 153
마카, 76, 152
하하, 47, 153
하카, 74, 175
자자, 86, 173
바카, 56, 154
가차, 92, 196
카바, 55, 162
카하, 73, 154
